track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity
Inolvidable,Inolvidable,Ovy On The Drums,1/15/20,USWL12000002,"3,712",22.2,"256,133,319","38,487","8,731,809",65
NEON BLADE,NEON BLADE,MoonDeity,6/1/22,SE6QE2237231,"1,821",34.1,"256,121,980","60,620","23,882,871",68
Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,3/2/23,QM4TX2320032,"1,278",41.7,"256,112,908","34,370","18,181,647",67
FRIKI,FRIKI,Feid,12/10/21,USUM72123054,"3,939",21.5,"255,973,824","28,166","14,221,715",71
TRUSTFALL,TRUSTFALL,P!nk,1/27/23,USRC12204190,520,67.6,"255,898,884","35,610","35,412,821",65
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,7/31/16,USAT21602372,"4,337",20.2,"255,776,823","52,690","9,510,227",58
Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),Arcï¿½ï¿½,4/11/17,USB271700107,"4,593",19.4,"255,740,653","32,138","14,066,526",64
La Bebe,LPM,Yng Lvcas,12/24/21,QZTAT2174000,"1,198",43.3,"255,707,376","35,404","4,489,095",64
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,7/1/22,BXKG22200702,"2,748",26.8,"255,564,797","31,242","9,239,751",63
Magnetic,SUPER REAL ME,ILLIT,3/25/24,USA2P2413259,93,161,"255,076,355","11,500","90,584,540",86
Hit Different,Hit Different,SZA,9/4/20,USRC12002998,"4,097",21,"254,979,267","50,550","13,267,378",63
El Belicï¿½,El Belicï¿½,Peso Pluma,2/4/22,QMFMF2141501,"2,767",26.7,"254,275,891","27,949","5,762,358",64
Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/22,USUM72208971,"2,437",28.9,"254,191,262","68,188","10,639,841",71
The Bigger Picture,My Turn (Deluxe),Lil Baby,2/28/20,USUG12001660,"3,120",24.7,"254,130,819","82,768","12,570,826",56
Fulanito,Fulanito,Becky G,6/3/21,USRC12100954,"2,151",31,"254,118,106","38,980","11,054,219",58
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,3/19/13,USUYG1027384,"3,751",22.1,"253,903,241","57,350","12,202,121",59
New Jeans,NewJeans 'Super Shy',NewJeans,7/7/23,USA2P2330067,"2,840",26.3,"253,890,110","22,593","5,131,270",73
Las Morras,Las Morras,Peso Pluma,4/4/23,QM4TX2378801,"2,004",32.2,"253,711,656","26,015","6,838,351",66
On BS,Her Loss,Drake,11/4/22,USUG12208600,"1,333",40.7,"253,540,951","82,934","17,735,363",67
Rainy Days,Layover,V,8/11/23,USA2P2339028,"3,776",22,"253,540,909","10,383","13,943,814",70
Vacation,Vacation,Dirty Heads,8/11/17,USDPK1700118,"3,147",24.6,"253,490,559","78,414","9,539,906",20
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/23,QM7282306253,408,75.6,"253,464,894","22,779","10,733,622",76
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/23,QMFME2329236,660,59.1,"253,455,087","45,343","26,714,184",
Sticky,"Honestly, Nevermind",Drake,6/17/22,USUG12204888,"1,492",37.9,"253,177,498","83,779","16,621,189",66
Massive,"Honestly, Nevermind",Drake,6/17/22,USUG12204890,873,51.7,"253,114,498","111,173","20,965,015",65
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/23,DGA052306119,"3,304",23.9,"252,681,087","11,425","9,250,560",76
Bye,Bye,Peso Pluma,5/26/23,QM6P42321186,"1,196",43.3,"252,239,644","24,974","6,379,185",65
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/23,USWL12301086,"1,094",45.8,"251,442,618","19,913","23,463,750",71
Training Season,Training Season,Dua Lipa,2/15/24,GBAHT2301078,106,148.9,"251,153,869","16,811","92,985,554",76
Lil Bit,Lil Bit,Nelly,10/23/20,USQX92003343,"3,792",22,"250,828,412","40,989","10,401,884",61
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,5/13/22,USUG12202833,"2,746",26.8,"250,626,750","28,158","11,808,223",66
"Apna Bana Le (From 'Bhediya'"")""","Apna Bana Le (From 'Bhediya'"")""",Arijit Singh,11/5/22,INZ031411736,757,55.8,"250,599,391","19,757","12,938,935",66
El Envidioso,El Envidioso,Los Dos Carnales,4/10/20,FRX452016963,"3,037",25.2,"250,593,875","25,906","6,033,212",65
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401040,267,95,"250,430,303","7,079","134,357,870",84
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401053,"2,525",28.2,"250,430,303",648,"818,594",
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,12/1/23,USC4R2338087,525,66.9,"250,321,751",34,302,
Vampiro,Vampiro,Matuï¿,3/29/22,BXW922100034,"3,527",22.9,"250,112,783","37,790","7,871,652",67
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/24,USUM72404990,11,322.1,"250,080,413","16,219","168,766,158",91
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/24,USUM72404993,377,79.4,"250,080,413","2,711","4,839,848",
One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,12/2/22,USUG12209213,"2,057",31.8,"249,576,970","31,843","5,546,389",70
Malas Decisiones,K23,Kenia OS,10/27/22,MXF012200331,"2,246",30.2,"249,199,925","15,573","11,736,236",68
Skate,Skate,Bruno Mars,7/30/21,USAT22104222,"2,733",26.9,"248,947,222","70,726","16,159,530",63
Tighten Up,Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,12/18/20,USNO12000172,"4,316",20.2,"248,857,241","6,774","776,120",56
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,10/8/21,USRC12101071,691,58.1,"248,749,251","103,369","11,693,843",61
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/22,USUG12202132,"3,649",22.5,"248,202,976","55,197","31,793,054",71
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/23,USUM72308540,913,50.5,"247,682,011","67,166","13,150,883",72
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,4/23/21,USRC12100749,"2,669",27.3,"247,462,687","55,580","12,451,213",61
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/24,JPU902305042,113,144,"247,399,972","22,222","13,870,528",80
JACKIE BROWN,WASTELAND,Brent Faiyaz,7/8/22,QM24S2203177,"2,542",28.1,"247,386,146","57,298","14,371,239",70
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,7/22/21,USWL12100336,"4,285",20.3,"247,133,830","55,046","10,046,042",67
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,7/7/23,USUG12302091,"2,673",27.3,"247,056,218","19,231","16,723,973",69
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,1/22/21,USAT22100132,"2,603",27.7,"246,949,197","80,591","7,682,255",64
B.S. (feat. H.E.R.),Chilombo,Jhenï¿½ï¿½ ,3/6/20,USUM72003259,"4,539",19.5,"246,615,679","39,348","8,259,352",63
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/22,USUM72208961,"2,578",27.8,"246,425,341","81,509","7,710,812",71
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/23,QM7282306229,844,52.9,"246,224,964","23,436","13,507,680",73
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,8/5/22,USUM72214628,"3,254",24.1,"245,582,383","50,023","10,033,886",65
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/23,DEUM72206010,701,57.8,"245,513,981","37,111","22,160,670",71
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,5/25/22,USRC12201686,"1,464",38.3,"245,406,516","75,951","9,524,862",60
Next Level,Next Level,aespa,5/17/21,KRA302100169,"2,715",27,"245,384,123","26,925","9,940,497",68
She Had Me At Heads Carolina,Stereotype,Cole Swindell,4/8/22,USWB12200181,"1,007",47.9,"244,709,550","33,533","14,159,174",69
Explï¿½ï¿½,Para Mi Ex,Myke Towers,12/15/20,QMFMF2007349,"3,619",22.6,"243,931,915","57,909","7,781,405",62
Tap In,Tap In,Saweetie,6/17/20,USWB12001096,"3,143",24.6,"243,703,179","39,210","17,814,271",60
Juju On That Beat (TZ Anthem),Juju On That Beat (TZ Anthem),Zay Hilfigerrr,9/30/16,USAT21602928,"2,427",28.9,"243,305,603","30,216","6,007,155",52
Sigue,Capï¿½ï¿½tu,Beny Jr,4/1/22,ES71G2211486,"2,008",32.2,"243,125,642","77,523","7,260,157",74
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/14,USWB11402508,"2,912",25.8,"242,892,279","50,948","9,808,482",56
Nxde,I love,(G)I-DLE,10/17/22,KRA392200038,"1,969",32.5,"242,708,368","24,028","7,729,486",66
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,6/6/23,QZK6F2330686,949,49.3,"242,661,037","43,999","9,893,510",74
Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,2/23/23,USAT22301679,"1,599",36.7,"242,528,711","57,228","39,892,662",72
LOU LOU,LOU LOU - Single,Gabito Ballesteros,10/21/23,USA2P2350242,"1,926",33,"242,519,709","18,760","16,688,762",
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/20,USRC12003059,893,51,"242,254,880","85,783","13,563,028",66
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4/6/18,USAT21801432,"3,671",22.4,"242,105,356","25,649","5,257,047",59
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/23,USAR12300323,102,152.1,"242,070,373","37,170","74,130,983",76
Talk,Talk,Yeat,9/2/22,USUM72216448,"1,229",42.7,"242,057,987","77,898","8,717,113",67
Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/21,QZAKB2136210,551,65.3,"241,632,869","58,384","11,312,967",67
Low Down,My Turn (Deluxe),Lil Baby,2/28/20,USUG12000088,"3,191",24.4,"241,293,946","87,019","13,919,499",70
Pï¿½ï¿½,Pï¿½ï¿½gate - Si,Standly,1/3/22,US7VG2202994,"3,168",24.5,"241,291,389","32,449","5,276,793",67
Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,3/14/23,USA2P2313930,"2,254",30.1,"241,174,958","23,146","7,025,185",43
Love Lost,"I Love Life, Thank You",Mac Miller,7/22/22,USA2P2212493,"3,092",24.9,"240,912,994","69,587","9,682,951",70
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,3/10/23,GBUM72206754,"3,932",21.5,"240,686,521","33,016","33,841,199",75
Khairiyat,Chhichhore,Arijit Singh,8/31/19,INS181904666,"1,587",36.8,"240,571,166","23,561","8,550,167",65
GIVENCHY,Temporada de Reggaetï¿½ï¿,Duki,7/20/22,UYB282240021,"2,436",28.9,"240,519,561","48,629","9,332,907",62
World Hold On - FISHER Rework,World Hold On (feat. Steve Edwards) [FISHER Rework] - Single,Bob Sinclar,7/8/22,FR4E42227000,"1,592",36.7,"240,482,615","97,818","33,219,102",62
S91,S91,KAROL G,7/14/23,USUG12305255,840,53,"240,161,044","22,270","15,087,485",64
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/21,QM9WM2100063,"2,332",29.6,"240,138,585","43,572","11,285,970",56
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,5/29/19,USUG11900730,"2,931",25.8,"239,850,720","49,483","7,561,353",58
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,11/29/22,BXW922200010,"2,333",29.6,"239,669,425","30,426","7,338,920",63
Rumah Singgah,Rumah Singgah,Fabio Asher,5/5/22,SGB502214308,"2,550",28,"239,624,643","13,095","3,228,030",67
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,1/13/23,ITB002200841,"1,925",33,"239,288,183","42,084","9,541,843",71
NIGHT DANCER,NIGHT DANCER - Single,imase,8/19/22,JPPO02202918,"1,045",46.9,"239,149,370","46,984","6,134,615",67
Pipoco,Pipoco,Ana Castela,5/20/22,BXHZ02200008,"1,794",34.4,"238,890,270","27,066","8,621,319",60
Otra Noche,Otra Noche - Single,Los ï¿½ï¿½ngeles Az,11/11/21,MX1722101437,"2,659",27.3,"238,849,559","26,517","11,475,144",64
drunk text,drunk text,Henry Moodie,1/27/23,GBARL2202513,"2,961",25.6,"238,841,927","21,346","34,578,100",81
POLARIS - Remix,POLARIS (Remix),SAIKO,6/8/23,QM6P42393140,"1,749",34.9,"238,718,077","44,094","17,083,557",69
10 Things I Hate About You,10 Things I Hate About You,Leah Kate,3/23/22,QZES62254244,"2,496",28.4,"238,502,829","38,595","7,419,495",4
Who Needs Love,Who Needs Love,Trippie Redd,11/19/19,QZJ841900065,"4,107",21,"238,027,193","60,128","8,306,828",4
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2/24/22,BCDE52200008,"3,719",22.2,"237,867,475","19,268","14,221,320",61
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/23,USUM72305943,"1,508",37.8,"237,741,410","39,503","20,043,997",61
Clash (feat. Stormzy),Clash (feat. Stormzy),Dave,7/8/21,GBUM72103840,"2,898",25.9,"237,619,076","109,634","9,288,222",61
In My Head,In My Head,Lil Tjay,4/1/22,USSM12202421,"2,804",26.5,"237,061,046","82,335","8,632,456",63
LOCATION,LOCATION,KAROL G,2/12/21,USUM72023897,"2,551",28,"236,644,328","36,130","7,600,107",50
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,10/18/19,USSM11913145,"3,665",22.4,"236,121,136","50,891","7,553,724",60
La Mamï¿½ï¿½ de la M,La Mamï¿½ï¿½ de la Mamï¿½ï¿½ (feat. Chael Produciendo) ,El Alfa,4/8/21,USCGJ2190595,"3,114",24.8,"235,729,934","64,455","9,128,985",67
Bad Boy (with Young Thug),Bad Boy (with Young Thug),Juice WRLD,1/15/21,USUG12002097,"3,088",24.9,"235,609,054","72,440","13,000,565",61
Pehle Bhi Main,ANIMAL,Vishal Mishra,11/24/23,INS182303389,"1,111",45.2,"235,472,222","10,873","14,151,452",77
Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/20,USUM72013354,"4,065",21.1,"234,889,039","106,769","6,840,214",62
Casper,The Last Rocket,Takeoff,11/2/18,USUG11801771,"4,459",19.7,"234,838,690","72,603","7,243,039",63
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/23,USUM72308543,"1,120",44.9,"234,350,961","56,138","13,361,149",69
ETA,NewJeans 2nd EP 'Get Up',NewJeans,7/21/23,USA2P2330071,"1,038",47.1,"234,215,735","20,419","7,910,753",74
Medusa,Medusa,Jhay Cortez,2/5/20,USUM72002360,"4,514",19.6,"234,126,191","47,086","12,435,270",58
Belong Together,Belong Together - Single,Mark Ambor,2/16/24,QM24S2400638,592,62.4,"233,969,547","19,001","153,692,182",87
INFERNO,INFERNO,Sub Urban,8/13/21,USWB12101521,"1,730",35.1,"233,661,226","44,552","8,372,930",60
Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,12/10/21,USUG12200313,"4,381",20,"233,582,276","70,988","10,942,850",64
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Lyfï¿,Yeat,9/9/22,USUM72217061,"2,701",27.1,"233,573,513","67,981","8,674,549",69
Next Thing You Know,Next Thing You Know,Jordan Davis,8/12/22,USUM72213874,"1,642",36.1,"233,212,999","26,694","14,934,201",71
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/20,USWB12004394,"1,075",46.1,"233,139,871","77,694","13,955,396",63
Como Si No Importara,Como Si No Importara,Emilia,7/13/21,USSD12100347,"4,356",20.1,"232,985,667","43,893","6,507,466",62
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/23,FR9W12347222,437,73.6,"232,417,498","20,983","96,389,865",80
Such a Whore (Stellular Remix),Such a Whore (Stellular Remix),JVLA,6/3/20,RUA1D2023452,"4,500",19.6,"231,981,539","50,016","14,263,219",61
Je M'appelle,Je M'appelle,Benzz,4/21/22,GBUM72202219,"2,358",29.4,"231,745,345","83,611","6,994,071",65
DANï¿½ï¿½A,DANï¿½ï¿½A,PEDRO SAMPAIO,2/1/22,BRWMB2200077,"4,471",19.7,"231,523,576","35,530","9,584,099",58
all-american bitch,GUTS,Olivia Rodrigo,9/8/23,USUG12304093,"3,041",25.1,"231,346,336","18,615","7,748,445",
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,6/25/21,USSD12100290,"4,286",20.3,"231,298,627","49,800","5,948,309",65
TUS Lï¿½ï¿½GR,Microdosis,Mora,4/1/22,QM4TX2252947,"1,862",33.7,"231,258,162","42,133","12,601,998",64
Bar,Bar,TINI,11/11/21,USHR12142718,"3,487",23.1,"231,155,441","33,491","8,783,650",54
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,5/11/23,USQX92302824,134,129.6,"230,849,195","23,091","12,233,221",64
First Love,First Love - Single,Oscar Maydon,12/7/23,QZJJE2390614,825,53.3,"230,291,754","11,519","61,076,412",78
the perfect pair,Beatopia,beabadoobee,7/15/22,GBK3W2202093,"2,936",25.7,"230,129,740","56,091","10,688,364",72
Heaven,Heaven,Niall Horan,2/17/23,USUG12300779,"1,784",34.5,"229,993,968","29,447","13,951,617",68
Trampoline,Trampoline,SHAED,5/18/18,QZ47A1800201,"3,615",22.6,"229,366,200","37,923","4,719,100",55
Already Dead,Already Dead,Juice WRLD,11/12/21,USUG12105423,"4,566",19.5,"229,232,959","68,879","11,741,541",61
Jiwa Yang Bersedih,Jiwa Yang Bersedih - Single,Ghea Indrawari,5/18/23,FRX452328816,987,48.4,"229,120,157","11,931","7,972,917",69
Bad boy,Bad boy,Marwa Loud,1/1/18,FR7IX1800130,"3,639",22.5,"228,588,822","55,077","5,070,531",63
Area Codes,Area Codes,Kaliii,3/17/23,USAT22301942,"1,220",42.8,"228,240,866","33,819","27,729,274",68
Experimento,Experimento - Single,Myke Towers,9/23/21,USWL12100447,"4,216",20.6,"228,003,109","58,288","9,225,902",63
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/22,TCAGJ2289254,"2,424",28.9,"227,893,586","28,139","12,480,714",73
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/22,TCAGJ2289254,"2,424",28.9,"227,893,586","28,139","12,480,714",73
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,8/7/20,USLD91728036,"2,687",27.2,"227,802,182","65,190","11,346,495",61
ýýýýýýýýýýýý,ýýýýýýýýýýýý,Aimer,12/6/21,JPU902104729,"3,975",21.4,"227,696,852","34,276","6,961,653",63
Felina,Felina,WIU,9/22/22,BXW922200018,"2,331",29.6,"227,079,649","35,385","8,942,936",63
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364183,"1,398",39.6,"226,576,178","32,219","19,829,075",78
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/23,GBARL2300798,561,64.2,"226,519,256","43,558","87,204,848",75
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,10/11/23,QZ9QQ2300812,692,58,"226,233,020","14,009","22,457,916",77
"Phir Aur Kya Chahiye (From 'Zara Hatke Zara Bachke'"")""","Phir Aur Kya Chahiye (From 'Zara Hatke Zara Bachke'"")""",Sachin-Jigar,5/16/23,INH102307527,"1,379",39.8,"226,109,929","11,941","13,056,935",66
MEMORIES!,TROUBLED MEMORIES!,347aidan,6/18/21,USQX92102219,"4,541",19.5,"225,962,467","76,523","6,879,843",62
Religiously,Religiously,Bailey Zimmerman,3/17/23,USWB12300537,"1,178",43.7,"225,556,005","25,164","10,017,767",73
Goin Baby,Baby On Baby,DaBaby,3/1/19,USUM71902960,"4,248",20.5,"225,260,644","51,066","7,548,486",53
Bezos I,Inside (The Songs),Bo Burnham,6/10/21,USA2P2122060,"4,050",21.2,"225,256,279","53,441","4,357,998",60
What My World Spins Around,What My World Spins Around,Jordan Davis,5/27/22,USUM72208440,"1,769",34.6,"225,128,269","23,133","12,193,936",71
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,5/13/21,QZJ842000873,"2,631",27.5,"224,820,131","81,921","11,821,621",
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,8/25/23,QZPLS2390181,594,62.2,"224,798,632","37,906","25,613,376",
Slide,Slide,H.E.R.,9/27/19,USRC11902505,"3,781",22,"224,529,894","50,674","7,520,303",53
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/23,BK4DA2319233,421,75.1,"224,429,894","17,159","11,316,048",
Nail Tech,Nail Tech,Jack Harlow,2/18/22,USAT22200223,"3,497",23.1,"224,376,030","65,837","16,010,323",56
Mi Cama,Mi Cama,KAROL G,5/11/18,USUM71806196,"2,881",26,"224,367,887","21,036","7,372,736",57
Alcohol-Free,Alcohol-Free,TWICE,6/9/21,US5TA2100022,"3,634",22.5,"224,295,163","24,906","7,188,926",62
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2/15/22,KRA402100151,"1,396",39.7,"224,285,122","23,891","5,328,396",63
La kiffance,La kiffance,Naps,2/26/21,FR10S2128331,"4,271",20.4,"224,163,089","45,837","4,034,090",60
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/22,BCA2A2200128,"3,595",22.7,"224,150,665","33,067","14,383,640",58
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,1/10/24,UYB282401001,398,76.6,"224,033,701","20,266","25,455,662",
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208788,"3,238",24.2,"223,785,164","57,258","5,817,337",71
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,5/1/23,USA2P2310663,"2,639",27.4,"223,652,808","18,262","11,833,709",70
Emiliana,Emiliana,CKay,12/3/21,ZA34K2100657,"1,595",36.7,"223,634,694","85,051","6,093,468",62
lo que hay x aquï¿,lo que hay x aquï¿,Rels B,3/10/23,UYB282376006,"3,868",21.7,"223,617,742","28,508","7,355,147",73
ARRANCARMELO,ARRANCARMELO,WOS,4/6/22,UYB282206048,"4,504",19.6,"223,426,639","36,161","8,039,699",63
Vamos Para Arriba,Vamos Para Arriba,Junior H,6/3/22,USWL12200487,"3,156",24.6,"223,422,665","24,041","6,404,217",66
i'm yours sped up,i'm yours,Isabel LaRosa,10/28/22,USRC12203969,"4,410",19.9,"223,341,848","34,131","11,352,526",67
Komet,Komet,Udo Lindenberg,1/19/23,DEA622202192,"1,796",34.3,"223,211,332","47,584","5,249,832",68
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,6/29/23,USAT22306163,"2,943",25.7,"222,975,612","22,763","17,412,929",67
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,3/15/23,QZES92330937,"1,734",35,"222,975,417","36,832","6,604,256",71
BIZCOCHITO,Find Your Line: Official Music from GRAN TURISMO 7,ROSALï¿½,3/4/22,USSM12109223,"2,192",30.6,"222,910,969","42,182","10,406,462",61
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,7/20/23,BX5EU2300034,"1,145",44.4,"222,879,686","26,854","23,489,333",68
Let's Love,Let's Love,Sia,9/11/20,UKWLH2000001,"3,509",23,"222,571,023","44,252","11,141,387",57
Savage,Savage - The 1st Mini Album - EP,aespa,10/5/21,KRA302100326,"3,247",24.1,"222,400,657","19,680","9,854,978",68
One Of Your Girls,Something To Give Each Other,Troye Sivan,10/13/23,AUUM72300179,"1,443",38.7,"222,373,201","24,491","38,080,713",
Whatever,Whatever,Kygo,1/19/24,USRC12302637,196,109,"222,354,971","17,551","159,961,203",83
BIPOLAR,BIPOLAR,Peso Pluma,9/7/23,QMBZ92388584,"1,169",43.9,"222,295,526","18,049","13,695,569",
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/22,GBARL2201128,"3,657",22.4,"221,965,013","38,872","27,661,038",60
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,5/17/24,USUM72401991,13,316.3,"221,636,195","13,800","197,280,692",92
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,8/24/23,USWB12304897,"1,552",37.2,"221,575,551","30,798","7,204,607",78
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/23,USUG12305254,"1,557",37.2,"221,406,245","13,588","28,740,850",72
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,7/21/23,DGA062368509,712,57.5,"221,287,566","20,975","10,461,108",70
Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,4/14/23,USUG12300211,"2,829",26.3,"220,270,601","34,862","34,947,789",67
Hot In It,Hot In It - Single,Tiï¿½ï¿,6/30/22,CYA112001102,"4,306",20.3,"220,250,463","46,098","26,666,028",65
if u think i'm pretty,if u think i'm pretty,Artemas,10/24/23,QZTB92397158,"1,212",43,"219,995,278","26,538","17,112,526",78
Fed Up,ANTI-ICON,Ghostemane,10/21/20,ZZOPM2003235,"3,785",22,"219,841,054","71,843","10,101,641",64
Ai Preto,Ai Preto,L7NNON,6/3/22,BR5TG2200019,"3,178",24.5,"219,756,697","31,819","12,504,632",60
Pasilyo,Pasilyo,SunKissed Lola,10/28/22,AUBEC2225179,"3,301",23.9,"219,619,875","22,109","8,739,702",69
No Friends In The Industry,Certified Lover Boy,Drake,9/3/21,USUG12104408,"4,267",20.4,"219,008,713","75,763","15,186,307",62
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/23,KSA002300017,"3,372",23.6,"218,831,350","14,013","18,896,639",60
Who's Laughing Now,Who's Laughing Now,Ava Max,7/30/20,USAT22001106,"4,522",19.6,"218,674,366","34,897","3,519,653",57
Gatita,Gatita,Bellakath,10/5/22,QZPLR2286558,"1,184",43.6,"218,661,601","25,714","8,048,259",57
Tu hai kahan,Tu hai kahan,AUR,6/10/23,QZMEM2351612,"1,472",38.2,"218,471,293","16,445","7,312,501",72
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,4/30/21,USVPR2100046,993,48.2,"218,431,985","56,998","7,122,424",61
